seconds, accX, accY, accZ, temp
42,-0.03,0.99,0.12,40.88
42,-0.05,1.00,0.12,37.99
42,-0.05,1.06,0.12,41.03
42,-0.05,1.00,0.12,40.93
42,-0.04,1.00,0.12,40.93
42,-0.04,1.00,0.12,41.78
42,-0.03,1.00,0.12,39.58
42,-0.03,1.00,0.12,39.58
42,-0.05,1.00,0.13,37.29
42,-0.05,1.00,0.18,44.57
42,-0.05,1.00,0.12,44.57
42,-0.04,1.00,0.11,42.54
42,-0.04,1.00,0.13,40.27
42,-0.03,1.01,0.13,40.27
42,-0.03,1.00,0.12,43.57
42,-0.03,1.06,0.13,45.49
42,-0.04,1.00,0.13,46.19
42,-0.06,1.00,0.13,46.19
42,-0.06,1.00,0.12,45.17
42,-0.05,1.00,0.12,41.31
42,-0.03,1.00,0.12,41.31
42,-0.02,1.00,0.12,40.28
42,-0.02,1.00,0.13,39.05
42,-0.03,1.00,0.13,39.05
42,-0.05,1.01,0.12,46.68
42,-0.05,1.06,0.12,51.72
42,-0.06,1.00,0.12,51.82
42,-0.04,1.00,0.10,41.64
42,-0.04,1.00,0.12,40.40
42,-0.02,1.00,0.12,40.97
42,-0.04,1.00,0.12,40.97
42,-0.05,1.00,0.12,42.81
42,-0.05,1.00,0.11,43.67
42,-0.05,1.00,0.11,43.67
42,-0.04,1.01,0.12,40.58
42,-0.04,1.01,0.12,42.78
42,-0.03,1.01,0.12,42.38
42,-0.03,0.99,0.12,43.95
42,-0.03,1.00,0.12,46.73
42,-0.05,1.00,0.12,41.47
42,-0.05,1.01,0.12,41.47
42,-0.05,1.00,0.12,39.37
42,-0.04,1.00,0.11,39.10
42,-0.03,1.00,0.11,39.10
42,-0.02,1.00,0.12,44.28
42,-0.02,1.00,0.12,43.16
42,-0.05,1.00,0.12,43.16
42,-0.06,0.99,0.13,42.51
42,-0.06,1.00,0.11,40.92
42,-0.04,1.00,0.11,41.30
42,-0.03,1.00,0.12,43.65
42,-0.03,1.01,0.11,44.47
42,-0.02,1.01,0.11,49.34
42,-0.04,1.00,0.12,49.34
42,-0.05,1.00,0.12,47.01
42,-0.05,1.00,0.12,41.05
42,-0.05,1.00,0.12,41.05
42,-0.04,1.00,0.11,36.38
42,-0.04,1.00,0.12,41.47
42,-0.02,1.00,0.12,42.08
42,-0.03,1.00,0.12,40.51
42,-0.03,0.99,0.11,43.97
42,-0.05,0.99,0.11,45.71
42,-0.05,1.00,0.12,45.71
42,-0.04,1.00,0.12,42.95
42,-0.04,1.00,0.06,49.67
42,-0.03,1.00,0.13,49.67
42,-0.04,1.00,0.13,42.78
42,-0.04,1.00,0.12,44.30
42,-0.05,1.00,0.12,44.30
42,-0.05,1.00,0.11,40.85
42,-0.05,0.94,0.11,41.41
42,-0.04,1.00,0.11,41.19
42,-0.03,1.00,0.13,47.46
42,-0.03,1.01,0.12,40.42
42,-0.02,1.01,0.12,39.16
42,-0.04,1.01,0.12,39.16
42,-0.06,1.01,0.12,43.21
42,-0.06,1.01,0.11,45.17
42,-0.04,1.00,0.11,45.17
42,-0.03,1.00,0.12,43.30
42,-0.03,1.06,0.13,41.82
42,-0.03,0.99,0.13,41.57
42,-0.04,1.00,0.12,42.35
42,-0.04,1.00,0.12,43.49
42,-0.05,1.00,0.12,43.42
42,-0.05,1.00,0.11,43.42
42,-0.04,1.00,0.12,39.10
42,-0.04,1.00,0.12,41.28
43,-0.04,0.99,0.11,43.82
43,-0.04,0.99,0.12,42.56
43,-0.05,1.00,0.12,42.56
43,-0.05,1.00,0.12,48.80
43,-0.05,1.06,0.12,46.74
43,-0.04,1.00,0.12,46.74
43,-0.04,1.00,0.12,46.74
43,-0.04,1.00,0.12,44.21
43,-0.03,1.00,0.12,43.18
43,-0.04,1.00,0.12,43.18
43,-0.05,1.00,0.13,44.65
43,-0.05,1.00,0.18,43.35
43,-0.05,1.00,0.12,43.35
43,-0.04,1.00,0.12,42.14
43,-0.04,1.00,0.12,45.62
43,-0.03,1.01,0.12,45.58
43,-0.05,0.99,0.13,42.45
43,-0.05,0.94,0.11,38.71
43,-0.04,1.00,0.11,38.09
43,-0.05,0.99,0.12,38.09
43,-0.05,1.00,0.12,40.67
43,-0.04,1.00,0.12,40.22
43,-0.02,1.00,0.12,40.22
43,-0.04,1.00,0.12,41.94
43,-0.04,1.00,0.11,40.34
43,-0.04,1.00,0.11,40.34
43,-0.04,1.00,0.12,45.68
43,-0.04,0.94,0.10,43.26
43,-0.04,1.00,0.10,43.44
43,-0.03,1.00,0.13,43.44
43,-0.03,1.00,0.12,43.70
43,-0.03,1.00,0.12,45.84
43,-0.04,0.99,0.13,45.84
43,-0.05,1.00,0.12,41.32
43,-0.05,1.00,0.07,42.83
43,-0.04,1.00,0.13,42.83
43,-0.03,1.00,0.12,40.11
43,-0.03,1.00,0.13,44.55
43,-0.03,1.00,0.13,43.87
43,-0.04,1.00,0.12,47.00
43,-0.04,1.00,0.11,46.30
43,-0.05,1.00,0.11,47.74
43,-0.04,1.00,0.12,47.74
43,-0.03,1.00,0.13,40.11
43,-0.03,1.00,0.19,39.31
43,-0.02,1.00,0.12,39.31
43,-0.05,1.00,0.12,41.92
43,-0.05,1.00,0.13,36.91
43,-0.06,1.00,0.13,37.22
43,-0.05,1.00,0.12,45.05
43,-0.05,1.00,0.12,39.47
43,-0.03,1.00,0.12,39.11
43,-0.03,1.00,0.12,39.11
43,-0.03,1.00,0.12,40.07
43,-0.04,1.00,0.11,42.44
43,-0.05,1.00,0.11,42.44
43,-0.05,1.00,0.11,43.84
43,-0.05,1.00,0.12,41.72
43,-0.03,1.00,0.12,41.72
43,-0.03,1.01,0.12,43.40
43,-0.03,1.06,0.12,46.66
43,-0.04,1.00,0.12,46.36
43,-0.05,1.00,0.13,42.45
43,-0.05,1.00,0.12,44.94
43,-0.05,1.00,0.12,45.89
43,-0.03,1.00,0.12,45.89
43,-0.03,1.00,0.13,42.53
43,-0.03,1.00,0.13,42.27
43,-0.03,1.00,0.13,42.27
43,-0.04,1.00,0.12,42.45
43,-0.04,1.00,0.12,40.68
43,-0.06,1.00,0.12,41.02
43,-0.04,1.00,0.12,41.81
43,-0.04,0.99,0.11,41.37
43,-0.03,0.99,0.11,43.14
43,-0.02,1.00,0.12,43.14
43,-0.02,1.00,0.13,42.58
43,-0.04,1.00,0.18,39.15
43,-0.05,1.00,0.12,39.15
43,-0.05,1.00,0.12,43.41
43,-0.05,1.00,0.12,42.90
43,-0.04,1.00,0.12,42.90
43,-0.03,0.99,0.12,41.19
43,-0.03,0.99,0.12,43.15
43,-0.03,0.99,0.12,43.61
43,-0.05,1.00,0.12,39.69
43,-0.05,0.99,0.12,42.75
43,-0.05,0.99,0.12,39.33
43,-0.04,1.00,0.11,39.33
43,-0.02,1.00,0.12,39.95
43,-0.02,1.00,0.12,43.56
43,-0.03,1.00,0.12,43.56
43,-0.04,1.00,0.12,43.06
43,-0.04,1.00,0.12,42.87
43,-0.05,1.01,0.12,42.54
43,-0.05,1.00,0.11,41.76
43,-0.05,1.01,0.12,44.22
43,-0.02,1.01,0.12,40.62
43,-0.03,0.99,0.13,40.62
43,-0.04,1.00,0.12,42.23
43,-0.04,1.00,0.11,43.03
43,-0.05,1.00,0.11,43.03
43,-0.05,1.00,0.12,44.09
43,-0.05,1.00,0.13,45.66
43,-0.03,1.00,0.13,45.66
43,-0.03,1.01,0.12,45.19
43,-0.03,1.06,0.12,44.69
43,-0.04,1.00,0.12,38.59
43,-0.05,1.00,0.12,38.59
43,-0.05,1.00,0.11,36.75
43,-0.05,1.00,0.12,39.68
43,-0.03,1.00,0.12,39.68
43,-0.02,1.01,0.13,41.17
43,-0.02,1.01,0.12,42.89
43,-0.04,1.00,0.12,42.89
43,-0.05,1.00,0.13,38.74
43,-0.05,1.06,0.12,39.74
43,-0.05,0.99,0.12,39.68
43,-0.03,1.00,0.12,42.03
43,-0.03,1.01,0.13,44.07
43,-0.03,1.01,0.13,36.06
43,-0.04,1.00,0.12,36.06
43,-0.05,1.00,0.12,43.39
43,-0.05,1.00,0.07,42.69
43,-0.05,0.99,0.13,42.69
43,-0.04,1.00,0.11,41.33
43,-0.04,1.00,0.13,42.32
43,-0.03,1.00,0.13,42.79
43,-0.03,1.00,0.13,42.01
43,-0.03,1.00,0.12,43.40
43,-0.04,1.00,0.12,42.73
43,-0.05,1.00,0.11,42.73
43,-0.05,0.99,0.12,40.62
43,-0.04,0.99,0.11,40.01
43,-0.04,1.00,0.11,40.01
43,-0.03,1.00,0.12,45.21
43,-0.03,1.00,0.12,44.58
43,-0.04,0.99,0.12,44.58
43,-0.06,0.99,0.11,42.39
43,-0.06,1.00,0.12,41.48
43,-0.04,1.00,0.12,42.05
43,-0.03,1.00,0.12,45.96
43,-0.03,1.00,0.12,42.39
43,-0.04,1.00,0.12,38.40
43,-0.04,0.99,0.12,38.40
43,-0.05,1.01,0.12,40.20
43,-0.05,1.01,0.12,45.69
43,-0.05,1.00,0.12,45.69
43,-0.03,1.00,0.12,40.80
43,-0.03,0.94,0.12,43.00
43,-0.02,1.00,0.12,42.45
43,-0.03,1.01,0.12,44.80
43,-0.03,1.00,0.13,43.65
43,-0.06,1.00,0.13,45.03
43,-0.05,1.00,0.11,45.03
43,-0.03,1.00,0.12,41.99
43,-0.03,1.00,0.12,39.63
43,-0.03,0.99,0.12,39.63
43,-0.04,0.99,0.12,42.99
43,-0.04,0.99,0.11,44.13
43,-0.05,0.99,0.11,44.13
43,-0.05,1.00,0.12,42.69
43,-0.05,0.94,0.12,43.03
43,-0.05,1.00,0.12,46.07
43,-0.03,1.00,0.12,46.07
43,-0.03,1.00,0.13,39.49
43,-0.03,1.00,0.19,43.84
43,-0.04,1.00,0.12,43.84
43,-0.05,1.00,0.12,40.93
43,-0.05,1.00,0.11,44.02
43,-0.05,1.00,0.11,44.02
43,-0.04,1.00,0.12,42.89
43,-0.04,1.00,0.13,40.21
43,-0.03,1.00,0.13,40.49
43,-0.04,1.00,0.13,45.97
43,-0.04,1.00,0.12,41.34
43,-0.05,1.00,0.12,42.26
43,-0.05,1.01,0.12,42.26
43,-0.04,1.01,0.13,39.38
43,-0.04,1.01,0.13,44.50
43,-0.03,1.00,0.13,44.50
43,-0.04,1.00,0.12,44.50
43,-0.04,1.00,0.12,42.89
43,-0.04,1.00,0.12,42.50
43,-0.05,1.00,0.11,41.72
43,-0.05,1.06,0.12,43.21
43,-0.05,0.99,0.12,40.68
43,-0.03,1.00,0.12,40.68
43,-0.03,1.00,0.12,46.02
43,-0.04,1.00,0.12,44.79
43,-0.05,1.00,0.12,44.79
43,-0.05,1.00,0.11,40.00
43,-0.05,1.00,0.12,41.65
43,-0.04,1.00,0.12,41.65
43,-0.03,1.00,0.12,41.96
43,-0.03,0.94,0.12,43.90
43,-0.03,1.00,0.12,44.07
43,-0.05,0.99,0.12,40.94
43,-0.05,0.99,0.13,44.19
43,-0.05,0.99,0.13,38.36
43,-0.03,1.01,0.11,38.36
43,-0.03,1.01,0.12,41.16
43,-0.03,1.01,0.07,45.60
43,-0.03,1.00,0.13,45.60
43,-0.04,1.01,0.11,44.95
43,-0.04,1.06,0.13,38.47
43,-0.05,1.00,0.13,38.63
43,-0.04,1.00,0.12,44.90
43,-0.04,0.99,0.11,44.05
43,-0.03,0.99,0.11,42.87
43,-0.04,1.00,0.13,42.87
43,-0.04,1.00,0.12,44.17
43,-0.04,1.00,0.12,39.73
43,-0.04,1.00,0.12,39.73
43,-0.06,1.00,0.13,41.41
43,-0.06,1.00,0.12,42.73
43,-0.03,1.00,0.12,42.73
43,-0.03,1.00,0.12,45.30
43,-0.03,1.00,0.13,40.78
43,-0.03,1.00,0.13,41.59
43,-0.05,1.00,0.11,41.59
43,-0.05,1.00,0.12,40.16
43,-0.06,1.00,0.12,41.56
43,-0.04,1.01,0.12,41.56
43,-0.02,1.00,0.12,39.29
43,-0.02,1.00,0.12,36.54
43,-0.03,0.99,0.12,36.54
43,-0.04,1.00,0.12,37.23
43,-0.04,1.05,0.11,42.23
43,-0.06,0.99,0.11,41.69
43,-0.04,1.00,0.12,41.69
43,-0.04,1.01,0.11,45.97
43,-0.03,1.01,0.11,47.79
44,-0.03,0.99,0.12,44.21
44,-0.04,0.99,0.12,41.29
44,-0.05,1.00,0.12,41.29
44,-0.04,1.00,0.11,39.78
44,-0.04,1.00,0.12,40.54
44,-0.04,1.00,0.12,40.54
44,-0.03,1.00,0.12,42.50
44,-0.03,1.00,0.12,44.87
44,-0.03,1.00,0.12,44.71
44,-0.05,1.00,0.12,40.80
44,-0.05,0.99,0.12,43.61
44,-0.05,0.99,0.12,40.98
44,-0.03,1.00,0.13,40.98
44,-0.03,1.00,0.12,42.57
44,-0.03,1.00,0.12,47.34
44,-0.03,1.00,0.12,47.34
44,-0.05,1.00,0.11,40.32
44,-0.05,1.00,0.13,41.72
44,-0.06,1.00,0.13,41.74
44,-0.04,1.00,0.12,47.22
44,-0.04,1.00,0.12,39.93
44,-0.02,1.00,0.12,37.40
44,-0.03,0.99,0.13,37.40
44,-0.04,1.00,0.13,39.08
44,-0.04,1.00,0.18,45.55
44,-0.06,1.00,0.12,45.55
44,-0.05,1.00,0.12,40.83
44,-0.05,1.00,0.12,47.01
44,-0.03,1.00,0.12,47.50
44,-0.03,1.00,0.11,41.24
44,-0.03,1.00,0.13,49.61
44,-0.04,1.00,0.13,41.92
44,-0.05,1.00,0.12,41.92
44,-0.05,1.00,0.12,42.66
44,-0.05,1.00,0.06,41.50
44,-0.04,1.00,0.13,41.50
44,-0.03,1.00,0.12,42.84
44,-0.03,1.00,0.12,42.24
44,-0.04,0.99,0.12,42.24
44,-0.05,1.00,0.12,39.77
44,-0.05,1.00,0.12,40.21
44,-0.05,1.00,0.12,40.44
44,-0.04,1.00,0.12,41.22
44,-0.04,1.00,0.12,42.79
44,-0.03,1.00,0.12,40.60
44,-0.02,1.00,0.12,40.60
44,-0.05,1.00,0.12,41.36
44,-0.05,1.00,0.07,41.23
44,-0.05,1.00,0.13,41.23
44,-0.04,1.00,0.12,43.14
44,-0.04,1.00,0.12,43.19
44,-0.03,1.01,0.12,43.29
44,-0.03,0.99,0.13,46.42
44,-0.03,1.00,0.12,40.81
44,-0.04,1.00,0.12,47.21
44,-0.05,1.00,0.13,47.21
44,-0.03,1.00,0.12,47.93
44,-0.03,1.00,0.12,38.35
44,-0.03,1.00,0.12,38.35
44,-0.03,1.00,0.13,40.63
44,-0.03,1.00,0.12,46.39
44,-0.04,1.00,0.12,46.39
44,-0.04,1.00,0.12,37.66
44,-0.04,0.94,0.12,39.25
44,-0.04,1.00,0.12,44.64
44,-0.04,1.00,0.11,44.64
44,-0.04,1.00,0.13,40.56
44,-0.03,1.00,0.18,41.90
44,-0.04,1.00,0.12,41.90
44,-0.05,1.00,0.11,44.29
44,-0.05,1.00,0.12,38.84
44,-0.04,1.00,0.12,38.84
44,-0.03,1.00,0.11,42.45
44,-0.03,1.06,0.12,46.29
44,-0.03,1.00,0.12,46.41
44,-0.03,1.00,0.12,43.28
44,-0.03,1.00,0.12,38.83
44,-0.04,1.00,0.12,39.91
44,-0.05,0.99,0.12,39.91
44,-0.05,1.01,0.12,44.06
44,-0.05,1.01,0.12,39.57
44,-0.02,1.00,0.12,39.57
44,-0.04,0.99,0.12,42.42
44,-0.04,0.99,0.12,38.90
44,-0.05,1.00,0.12,38.36
44,-0.05,1.00,0.11,43.84
44,-0.05,1.06,0.12,44.88
44,-0.04,1.00,0.12,44.80
44,-0.03,1.00,0.12,44.80
44,-0.03,1.00,0.12,43.34
44,-0.03,1.00,0.12,37.64
44,-0.05,1.00,0.12,37.64
44,-0.05,1.00,0.11,43.34
44,-0.05,1.00,0.12,43.08
44,-0.05,1.00,0.12,43.08
44,-0.03,1.00,0.12,43.43
44,-0.03,0.94,0.12,41.52
44,-0.03,1.00,0.12,42.14
44,-0.04,0.99,0.12,47.63
44,-0.04,1.00,0.12,45.92
44,-0.05,1.00,0.12,45.87
44,-0.05,1.00,0.13,45.87
44,-0.03,1.00,0.12,40.04
44,-0.03,1.00,0.12,38.25
44,-0.03,1.00,0.12,38.25
44,-0.03,1.00,0.12,42.56
44,-0.03,1.06,0.12,43.18
44,-0.05,1.00,0.12,43.70
44,-0.05,1.00,0.12,45.26
44,-0.05,1.01,0.11,44.94
44,-0.04,1.01,0.11,41.33
44,-0.02,1.00,0.12,41.33
44,-0.03,1.00,0.12,40.15
44,-0.03,1.00,0.12,40.11
44,-0.04,1.00,0.12,40.11
44,-0.04,1.00,0.11,41.05
44,-0.04,1.00,0.11,43.07
44,-0.04,1.00,0.11,43.07
44,-0.03,1.00,0.12,41.11
44,-0.03,0.94,0.12,35.11
44,-0.02,1.01,0.12,41.25
44,-0.04,1.00,0.12,41.25
44,-0.04,1.00,0.12,37.85
44,-0.05,1.00,0.11,40.61
44,-0.05,1.00,0.11,40.61
44,-0.04,1.00,0.12,43.11
44,-0.04,1.00,0.12,44.00
44,-0.03,1.00,0.12,44.00
44,-0.05,0.99,0.12,46.75
44,-0.05,0.94,0.12,41.60
44,-0.05,1.00,0.12,41.84
44,-0.05,1.00,0.11,40.27
44,-0.05,0.99,0.13,43.16
44,-0.04,0.99,0.13,39.33
44,-0.02,1.00,0.12,39.33
44,-0.02,1.00,0.12,40.39
44,-0.02,1.00,0.12,45.22
44,-0.05,1.00,0.12,45.22
44,-0.05,0.99,0.13,40.29
44,-0.05,0.99,0.12,38.02
44,-0.04,1.00,0.12,37.56
44,-0.03,1.00,0.12,39.91
44,-0.03,1.06,0.13,40.03
44,-0.03,1.00,0.13,44.01
44,-0.04,1.00,0.13,44.01
44,-0.05,1.01,0.13,45.06
44,-0.05,1.01,0.18,41.50
44,-0.04,1.00,0.12,41.50
44,-0.03,1.00,0.12,41.31
44,-0.03,1.00,0.12,43.18
44,-0.03,1.00,0.12,43.18
44,-0.04,0.99,0.12,40.71
44,-0.04,0.99,0.11,44.50
44,-0.04,0.99,0.11,43.97
44,-0.05,1.00,0.11,40.05
44,-0.05,0.99,0.12,41.08
44,-0.03,0.99,0.12,42.37
44,-0.04,1.01,0.13,42.37
44,-0.03,1.00,0.12,42.83
44,-0.03,1.00,0.12,40.49
44,-0.05,1.00,0.12,40.49
44,-0.05,1.01,0.11,40.34
44,-0.05,1.00,0.11,40.28
44,-0.04,1.00,0.11,40.35
44,-0.02,1.00,0.12,38.78
44,-0.02,0.99,0.13,43.49
44,-0.04,0.99,0.13,39.08
44,-0.06,0.99,0.12,39.08
44,-0.04,1.00,0.12,44.48
44,-0.04,1.00,0.12,42.70
44,-0.04,1.00,0.12,42.70
44,-0.04,1.00,0.12,38.84
44,-0.04,1.00,0.12,40.88
44,-0.03,0.99,0.12,40.88
44,-0.05,0.99,0.12,39.88
44,-0.05,1.00,0.13,40.36
44,-0.06,1.00,0.13,40.13
44,-0.04,1.00,0.12,39.34
44,-0.04,1.00,0.11,41.27
44,-0.03,1.00,0.12,40.50
44,-0.03,1.01,0.12,40.50
44,-0.04,1.00,0.12,43.46
44,-0.04,1.00,0.12,42.54
44,-0.05,1.00,0.12,42.54
44,-0.04,1.00,0.12,42.47
44,-0.04,0.94,0.11,45.47
44,-0.03,1.01,0.11,45.71
44,-0.03,1.01,0.12,41.80
44,-0.03,1.00,0.13,45.02
44,-0.04,1.00,0.13,42.48
44,-0.05,1.00,0.11,42.48
44,-0.05,0.99,0.11,45.18
44,-0.05,0.99,0.11,42.86
44,-0.04,1.00,0.11,42.86
44,-0.02,1.00,0.12,46.37
44,-0.02,1.00,0.12,47.81
44,-0.04,1.01,0.12,48.24
44,-0.05,1.01,0.12,42.75
44,-0.05,1.00,0.12,42.48
44,-0.05,1.00,0.12,43.70
44,-0.04,1.00,0.13,43.70
44,-0.04,1.00,0.13,41.02
44,-0.03,1.00,0.13,42.63
44,-0.04,1.00,0.13,42.63
44,-0.05,1.00,0.13,39.97
44,-0.05,1.00,0.12,43.87
44,-0.05,1.00,0.12,43.87
44,-0.05,0.99,0.12,41.73
44,-0.05,0.94,0.12,40.88
44,-0.03,1.01,0.12,41.38
44,-0.03,1.00,0.12,41.38
44,-0.03,1.00,0.12,44.39
44,-0.05,1.00,0.12,41.99
44,-0.05,1.00,0.11,41.99
44,-0.04,1.00,0.13,42.34
44,-0.04,1.00,0.12,42.47
44,-0.03,1.00,0.12,42.47
44,-0.03,1.00,0.12,40.45
44,-0.03,1.00,0.12,38.75
44,-0.04,1.00,0.12,38.77
44,-0.05,1.00,0.12,38.77
44,-0.05,1.00,0.12,42.97
44,-0.04,1.00,0.12,39.91
44,-0.03,1.00,0.11,39.91
44,-0.03,0.99,0.12,38.86
44,-0.03,0.99,0.12,43.38
44,-0.04,1.00,0.12,43.38
44,-0.05,1.00,0.11,40.13
44,-0.05,1.00,0.13,41.03
44,-0.05,1.00,0.13,41.03
44,-0.04,0.99,0.12,46.44
44,-0.04,0.94,0.11,44.31
44,-0.03,1.00,0.11,42.74
45,-0.03,1.00,0.12,42.18
45,-0.05,1.00,0.12,46.94
45,-0.05,1.00,0.12,46.94
45,-0.04,1.00,0.12,43.88
45,-0.04,1.00,0.12,40.94
45,-0.04,1.00,0.12,40.94
45,-0.04,1.00,0.12,35.79
45,-0.04,1.00,0.12,42.99
45,-0.04,1.00,0.12,42.87
45,-0.05,1.00,0.12,37.39
45,-0.05,0.99,0.11,36.30
45,-0.04,0.99,0.11,37.02
45,-0.04,1.01,0.13,37.02
45,-0.04,1.00,0.12,39.96
45,-0.03,1.00,0.12,39.42
45,-0.04,0.99,0.12,39.42
45,-0.05,1.00,0.11,40.56
45,-0.05,1.00,0.13,43.89
45,-0.05,1.00,0.13,43.89
45,-0.03,1.00,0.12,40.00
45,-0.03,1.06,0.12,41.21
45,-0.03,1.00,0.12,41.00
45,-0.03,1.00,0.13,43.35
45,-0.03,1.00,0.12,47.68
45,-0.05,1.00,0.12,41.45
45,-0.05,0.99,0.12,41.45
45,-0.04,0.99,0.11,49.95
45,-0.04,0.99,0.12,44.61
45,-0.02,1.00,0.12,44.61
45,-0.03,1.01,0.13,38.65
45,-0.03,1.06,0.11,41.81
45,-0.05,1.00,0.11,42.11
45,-0.05,1.01,0.12,42.90
45,-0.05,1.00,0.12,42.60
45,-0.05,1.00,0.12,42.86
45,-0.03,1.00,0.12,42.86
45,-0.02,1.01,0.12,43.68
45,-0.02,1.01,0.12,40.24
45,-0.04,1.00,0.12,40.24
45,-0.06,1.00,0.12,40.12
45,-0.06,1.00,0.12,42.78
45,-0.04,1.00,0.12,42.34
45,-0.04,0.99,0.12,39.99
45,-0.04,0.94,0.12,42.53
45,-0.03,1.00,0.12,39.69
45,-0.04,1.00,0.12,39.69
45,-0.04,0.99,0.11,44.12
45,-0.04,0.99,0.11,42.40
45,-0.05,1.00,0.11,42.40
45,-0.03,1.00,0.12,39.55
45,-0.03,1.00,0.12,42.59
45,-0.04,1.00,0.12,42.59
45,-0.04,1.00,0.12,43.53
45,-0.04,1.06,0.12,42.95
45,-0.05,1.00,0.12,42.93
45,-0.05,1.01,0.12,40.58
45,-0.05,1.00,0.11,41.38
45,-0.04,1.00,0.11,41.59
45,-0.03,1.01,0.13,41.59
45,-0.03,1.00,0.12,44.72
45,-0.03,1.00,0.12,44.49
45,-0.05,1.00,0.12,44.49
45,-0.06,1.00,0.11,41.08
45,-0.06,1.00,0.12,46.67
45,-0.04,1.00,0.12,46.30
45,-0.03,1.00,0.12,44.74
45,-0.03,1.01,0.12,45.31
45,-0.04,1.01,0.12,40.67
45,-0.04,1.00,0.12,40.67
45,-0.04,1.00,0.11,39.55
45,-0.05,1.00,0.12,43.41
45,-0.04,1.00,0.12,43.41
45,-0.03,1.00,0.12,46.34
45,-0.03,1.00,0.12,40.21
45,-0.04,1.00,0.12,40.21
45,-0.04,1.00,0.11,41.02
45,-0.04,0.94,0.12,41.84
45,-0.05,1.00,0.12,41.62
45,-0.04,1.00,0.12,40.05
45,-0.04,1.00,0.12,39.65
45,-0.03,1.00,0.12,41.37
45,-0.03,1.00,0.13,41.37
45,-0.04,1.00,0.13,39.65
45,-0.04,1.00,0.13,38.18
45,-0.05,1.00,0.13,38.18
45,-0.05,1.00,0.12,43.55
45,-0.05,0.94,0.12,39.77
45,-0.03,1.00,0.12,39.35
45,-0.02,1.00,0.12,43.27
45,-0.02,1.00,0.13,43.75
45,-0.03,1.00,0.13,41.95
45,-0.05,1.00,0.12,41.95
45,-0.04,1.00,0.12,40.61
45,-0.04,1.00,0.12,39.56
45,-0.04,1.00,0.12,39.56
45,-0.02,1.01,0.13,44.80
45,-0.02,1.01,0.12,39.10
45,-0.04,0.99,0.12,39.10
45,-0.04,1.00,0.13,42.96
45,-0.04,1.00,0.12,40.57
45,-0.05,1.00,0.12,41.38
45,-0.04,1.00,0.12,41.38
45,-0.04,1.00,0.12,45.42
45,-0.04,1.00,0.12,42.44
45,-0.03,1.00,0.12,42.44
45,-0.04,1.00,0.13,41.40
45,-0.04,1.00,0.12,42.59
45,-0.05,0.99,0.12,42.59
45,-0.04,1.00,0.11,40.39
45,-0.04,0.99,0.11,40.85
45,-0.03,0.99,0.11,41.05
45,-0.03,1.00,0.12,43.40
45,-0.03,1.00,0.11,42.12
45,-0.03,1.00,0.11,43.97
45,-0.05,1.00,0.12,43.97
45,-0.04,1.00,0.11,40.76
45,-0.04,1.00,0.11,39.73
45,-0.04,1.01,0.11,39.73
45,-0.02,0.99,0.12,39.01
45,-0.02,0.94,0.12,42.52
45,-0.03,1.00,0.12,42.97
45,-0.05,1.00,0.12,40.62
45,-0.05,1.00,0.11,43.10
45,-0.05,1.00,0.11,45.54
45,-0.04,1.00,0.12,45.54
45,-0.03,1.00,0.12,43.80
45,-0.03,1.00,0.12,44.05
45,-0.03,1.01,0.12,44.05
45,-0.04,1.00,0.12,47.22
45,-0.04,1.00,0.12,44.12
45,-0.05,1.00,0.12,44.12
45,-0.04,1.00,0.12,39.25
45,-0.04,1.00,0.11,49.74
45,-0.03,1.00,0.11,46.32
45,-0.02,1.00,0.12,46.32
45,-0.02,1.00,0.12,39.23
45,-0.05,1.00,0.11,41.86
45,-0.05,1.00,0.11,41.86
45,-0.05,0.99,0.12,43.35
45,-0.05,0.99,0.13,40.58
45,-0.04,1.00,0.13,40.58
45,-0.03,0.99,0.12,39.74
45,-0.03,0.99,0.12,45.71
45,-0.04,0.99,0.12,45.80
45,-0.05,1.00,0.11,44.24
45,-0.05,1.00,0.11,42.74
45,-0.04,1.00,0.11,44.67
45,-0.03,0.99,0.12,44.67
45,-0.03,1.00,0.13,40.11
45,-0.03,1.00,0.19,43.50
45,-0.04,1.00,0.12,43.50
45,-0.05,1.00,0.12,45.91
45,-0.05,1.00,0.12,42.99
45,-0.05,1.00,0.12,42.58
45,-0.03,1.00,0.13,44.14
45,-0.03,1.06,0.13,41.27
45,-0.03,1.00,0.13,39.82
45,-0.03,1.00,0.13,39.82
45,-0.03,1.00,0.11,40.98
45,-0.04,1.00,0.12,42.80
45,-0.06,0.99,0.12,42.80
45,-0.04,1.00,0.11,41.81
45,-0.04,1.00,0.12,42.61
45,-0.04,1.00,0.12,42.61
45,-0.03,1.00,0.12,45.99
45,-0.03,1.00,0.12,41.25
45,-0.04,1.00,0.12,41.04
45,-0.05,1.00,0.12,39.48
45,-0.05,1.01,0.12,42.03
45,-0.04,1.01,0.12,39.02
45,-0.03,1.00,0.12,39.02
45,-0.03,1.01,0.13,42.19
45,-0.03,1.01,0.18,40.54
45,-0.04,1.00,0.12,40.54
45,-0.05,1.00,0.13,45.26
45,-0.05,1.00,0.12,44.44
45,-0.04,1.00,0.12,43.90
45,-0.04,1.00,0.12,42.33
45,-0.04,1.00,0.13,47.34
45,-0.03,1.00,0.13,41.66
