seconds, accX, accY, accZ, temp
45,-0.04,1.00,0.13,41.66
45,-0.04,1.00,0.11,42.95
45,-0.04,1.00,0.11,41.04
45,-0.05,1.00,0.11,41.04
45,-0.04,1.00,0.12,44.78
45,-0.04,1.00,0.13,42.98
45,-0.03,1.00,0.13,42.98
45,-0.03,1.00,0.12,38.70
45,-0.03,0.94,0.12,44.31
45,-0.05,1.00,0.12,42.80
45,-0.04,1.00,0.13,42.80
45,-0.04,1.00,0.12,42.90
45,-0.04,1.00,0.11,44.24
45,-0.03,1.00,0.11,44.24
45,-0.04,1.00,0.13,41.15
45,-0.04,1.00,0.14,40.13
45,-0.05,1.00,0.14,40.13
45,-0.04,1.00,0.11,38.61
45,-0.04,1.00,0.12,39.20
45,-0.04,1.00,0.12,39.24
45,-0.03,1.00,0.12,40.02
45,-0.03,1.00,0.12,42.63
45,-0.03,1.00,0.12,42.82
45,-0.04,0.99,0.12,42.82
45,-0.05,0.99,0.12,41.25
45,-0.05,0.99,0.11,42.53
45,-0.05,1.00,0.11,42.53
45,-0.03,1.00,0.12,41.24
45,-0.03,1.00,0.12,38.54
45,-0.03,1.00,0.12,38.61
45,-0.03,1.01,0.11,37.05
45,-0.03,1.06,0.12,43.75
45,-0.05,1.00,0.12,44.12
45,-0.04,0.99,0.12,44.12
45,-0.04,1.00,0.12,40.78
45,-0.04,1.00,0.12,42.63
45,-0.03,0.99,0.12,42.63
45,-0.04,0.99,0.12,37.32
45,-0.04,0.99,0.12,43.82
45,-0.05,1.00,0.12,43.82
45,-0.05,1.00,0.12,43.40
45,-0.05,0.94,0.12,38.74
45,-0.04,1.00,0.12,38.63
45,-0.03,1.00,0.12,43.33
45,-0.03,1.01,0.13,39.31
45,-0.03,1.01,0.13,45.83
45,-0.04,1.00,0.12,45.83
45,-0.05,1.01,0.12,41.53
45,-0.05,1.01,0.12,46.03
45,-0.05,1.00,0.12,46.03
45,-0.04,0.99,0.12,41.18
45,-0.04,0.94,0.12,42.42
45,-0.03,1.00,0.12,42.78
46,-0.04,0.94,0.12,40.90
46,-0.05,1.00,0.12,40.51
46,-0.05,1.00,0.12,40.51
46,-0.04,1.00,0.12,43.52
46,-0.04,1.00,0.12,41.70
46,-0.03,1.00,0.12,41.70
46,-0.04,0.99,0.12,43.70
46,-0.04,0.99,0.13,45.15
46,-0.04,0.99,0.13,45.15
46,-0.05,0.99,0.12,43.07
46,-0.05,1.00,0.12,44.98
46,-0.04,1.00,0.12,44.63
46,-0.02,0.99,0.11,44.63
46,-0.02,1.00,0.12,43.96
46,-0.04,1.00,0.06,41.92
46,-0.05,1.00,0.13,41.92
46,-0.04,1.00,0.12,40.05
46,-0.04,1.00,0.12,41.50
46,-0.04,1.01,0.12,41.50
46,-0.03,1.01,0.12,38.56
46,-0.03,1.06,0.12,41.96
46,-0.03,0.99,0.12,41.60
46,-0.04,1.00,0.12,43.17
46,-0.04,1.00,0.12,38.49
46,-0.05,1.00,0.12,46.29
46,-0.04,1.00,0.11,46.29
46,-0.03,1.00,0.12,40.64
46,-0.03,1.00,0.12,41.98
46,-0.03,1.00,0.12,41.98
46,-0.03,1.00,0.13,42.25
46,-0.03,1.00,0.12,43.12
46,-0.05,1.00,0.12,43.49
46,-0.04,1.00,0.11,41.14
46,-0.04,1.00,0.12,38.61
46,-0.04,1.00,0.12,37.19
46,-0.03,1.00,0.11,37.19
46,-0.03,1.01,0.13,41.38
46,-0.04,1.01,0.18,40.76
46,-0.06,1.00,0.12,40.76
46,-0.04,1.00,0.11,40.40
46,-0.04,1.00,0.12,40.63
46,-0.05,1.00,0.12,40.63
46,-0.03,1.00,0.12,41.25
46,-0.03,0.94,0.13,41.52
46,-0.04,1.00,0.13,41.95
46,-0.04,0.99,0.11,42.73
46,-0.04,0.99,0.13,45.70
46,-0.05,0.99,0.13,42.25
46,-0.04,1.00,0.12,42.25
46,-0.03,1.00,0.12,46.01
46,-0.03,1.00,0.12,46.14
46,-0.04,1.00,0.12,46.14
46,-0.05,1.00,0.12,46.29
46,-0.05,1.00,0.11,42.56
46,-0.05,0.99,0.11,42.51
46,-0.05,1.00,0.12,40.94
46,-0.05,1.00,0.12,38.93
46,-0.03,1.00,0.12,41.40
46,-0.04,1.00,0.13,41.40
46,-0.04,1.00,0.12,42.50
46,-0.04,1.00,0.06,43.71
46,-0.04,1.00,0.13,43.71
46,-0.04,1.01,0.11,43.20
46,-0.04,1.01,0.12,38.96
46,-0.04,1.00,0.12,38.96
46,-0.02,1.00,0.12,41.87
46,-0.02,1.00,0.11,42.53
46,-0.04,1.00,0.11,42.58
46,-0.05,1.00,0.12,42.58
46,-0.05,0.99,0.12,42.18
46,-0.05,0.99,0.12,45.76
46,-0.04,1.00,0.12,45.76
46,-0.03,1.00,0.11,41.05
46,-0.03,1.00,0.13,38.53
46,-0.03,1.00,0.13,38.53
46,-0.04,1.00,0.11,44.07
46,-0.04,1.06,0.12,39.68
46,-0.05,0.99,0.12,39.28
46,-0.04,1.00,0.12,40.84
46,-0.04,1.00,0.12,40.84
46,-0.03,1.00,0.12,41.82
46,-0.03,1.00,0.12,41.82
46,-0.04,1.00,0.11,41.91
46,-0.04,1.00,0.11,43.66
46,-0.05,1.00,0.11,43.66
46,-0.04,1.00,0.12,41.75
46,-0.04,1.00,0.12,44.96
46,-0.03,1.00,0.12,45.33
46,-0.02,1.00,0.13,48.46
46,-0.02,1.06,0.13,45.90
46,-0.05,1.00,0.13,41.20
46,-0.04,1.00,0.12,41.20
46,-0.04,1.01,0.12,42.00
46,-0.05,1.01,0.12,42.27
46,-0.04,1.00,0.12,42.27
46,-0.02,1.00,0.12,45.89
46,-0.02,1.00,0.12,39.18
46,-0.03,1.00,0.12,39.18
46,-0.05,0.99,0.12,39.72
46,-0.05,0.99,0.12,42.86
46,-0.05,0.99,0.12,42.60
46,-0.04,1.00,0.12,40.25
46,-0.04,1.00,0.11,46.28
46,-0.03,1.00,0.11,42.86
46,-0.03,1.00,0.11,42.86
46,-0.05,0.99,0.11,43.37
46,-0.05,0.99,0.06,43.01
46,-0.05,1.00,0.13,43.01
46,-0.04,1.00,0.12,39.21
46,-0.04,1.00,0.13,45.16
46,-0.04,1.01,0.13,44.80
46,-0.03,1.00,0.12,42.45
46,-0.03,1.00,0.11,40.63
46,-0.04,1.00,0.11,43.45
46,-0.04,0.99,0.13,43.45
46,-0.04,1.01,0.12,43.04
46,-0.04,1.01,0.07,42.98
46,-0.03,0.99,0.13,42.98
46,-0.03,1.01,0.12,39.00
46,-0.03,1.01,0.12,42.84
46,-0.04,0.99,0.12,42.37
46,-0.04,1.00,0.12,40.80
46,-0.04,1.00,0.12,42.21
46,-0.05,1.00,0.12,40.39
46,-0.03,1.00,0.12,40.39
46,-0.03,1.00,0.12,42.62
46,-0.04,1.00,0.07,43.28
46,-0.04,1.00,0.13,43.28
46,-0.05,1.00,0.12,42.89
46,-0.05,1.00,0.11,44.02
46,-0.05,1.00,0.11,44.02
46,-0.03,1.00,0.13,40.59
46,-0.03,1.00,0.13,41.36
46,-0.03,1.00,0.13,41.40
46,-0.04,1.00,0.12,39.83
46,-0.04,1.01,0.11,46.34
46,-0.04,1.01,0.11,41.91
46,-0.04,1.00,0.11,41.91
46,-0.05,1.00,0.12,43.96
46,-0.05,1.00,0.12,38.02
46,-0.03,1.01,0.12,38.02
46,-0.03,1.00,0.12,41.83
46,-0.03,1.00,0.12,40.03
46,-0.04,1.00,0.12,40.39
46,-0.05,1.00,0.12,41.96
46,-0.05,1.01,0.12,42.17
46,-0.04,1.01,0.12,41.14
46,-0.03,1.00,0.11,41.14
46,-0.03,1.00,0.13,42.07
46,-0.03,1.00,0.18,41.21
46,-0.05,1.00,0.12,41.21
46,-0.05,1.00,0.13,42.67
46,-0.05,1.00,0.12,42.44
46,-0.05,1.00,0.12,42.44
46,-0.03,1.00,0.12,40.54
46,-0.03,1.00,0.12,48.51
46,-0.03,1.00,0.12,49.15
46,-0.04,1.00,0.13,41.31
46,-0.04,0.99,0.12,39.88
46,-0.05,0.99,0.12,42.14
46,-0.05,1.00,0.12,42.14
46,-0.03,1.00,0.12,40.26
46,-0.03,1.00,0.13,43.90
46,-0.03,1.00,0.13,43.90
46,-0.05,1.00,0.13,40.96
46,-0.05,0.99,0.11,39.68
46,-0.04,0.99,0.11,39.61
46,-0.05,1.00,0.13,41.18
46,-0.05,1.00,0.11,46.54
46,-0.04,1.00,0.11,43.30
46,-0.02,1.00,0.12,43.30
46,-0.03,1.00,0.13,43.86
46,-0.03,1.00,0.14,45.42
46,-0.04,1.00,0.14,45.42
46,-0.05,1.00,0.12,41.03
46,-0.05,1.00,0.11,44.90
46,-0.04,0.99,0.11,44.90
46,-0.03,1.00,0.13,40.98
46,-0.03,1.00,0.12,43.38
46,-0.03,1.00,0.12,39.66
46,-0.05,0.99,0.13,39.66
46,-0.05,1.00,0.11,44.62
46,-0.05,1.00,0.12,43.39
46,-0.05,1.00,0.12,43.39
46,-0.03,1.00,0.11,44.76
46,-0.03,1.00,0.12,39.79
46,-0.03,1.00,0.12,39.79
46,-0.04,1.00,0.13,41.89
46,-0.04,0.95,0.13,47.15
46,-0.05,1.01,0.13,47.61
46,-0.05,1.00,0.12,42.91
46,-0.05,1.00,0.11,39.76
46,-0.04,1.00,0.11,44.44
46,-0.03,1.00,0.11,44.44
46,-0.04,1.00,0.13,39.29
46,-0.04,1.00,0.17,44.89
46,-0.05,0.99,0.11,44.89
46,-0.05,1.01,0.13,40.94
46,-0.05,1.06,0.13,43.80
46,-0.04,1.00,0.13,43.91
46,-0.03,1.00,0.12,42.34
46,-0.03,1.00,0.13,38.25
46,-0.04,1.00,0.13,48.30
46,-0.05,1.00,0.12,48.30
46,-0.05,1.00,0.11,43.90
46,-0.05,1.00,0.12,41.03
46,-0.05,1.00,0.12,41.03
46,-0.03,1.00,0.13,40.72
46,-0.03,1.00,0.12,43.33
46,-0.04,1.00,0.12,43.33
46,-0.05,0.99,0.13,44.68
46,-0.05,0.94,0.12,41.37
46,-0.05,1.00,0.12,41.12
46,-0.04,1.00,0.12,45.82
46,-0.04,1.01,0.11,45.68
46,-0.03,1.01,0.12,44.52
46,-0.03,1.00,0.12,44.52
46,-0.04,1.00,0.12,37.48
46,-0.04,1.00,0.12,41.63
46,-0.05,1.00,0.12,41.63
46,-0.04,1.00,0.12,41.05
46,-0.04,1.05,0.12,39.71
46,-0.03,0.99,0.12,39.78
46,-0.03,1.00,0.12,42.13
46,-0.03,1.00,0.13,42.12
46,-0.04,1.00,0.13,42.24
46,-0.05,1.01,0.12,42.24
46,-0.04,1.00,0.12,42.52
46,-0.04,1.00,0.12,39.34
46,-0.03,1.00,0.12,39.34
46,-0.03,1.00,0.12,41.38
46,-0.03,1.00,0.12,42.59
46,-0.03,1.00,0.12,42.64
47,-0.04,1.06,0.12,40.11
47,-0.05,1.00,0.12,42.05
47,-0.04,1.00,0.12,42.05
47,-0.04,0.99,0.12,38.70
47,-0.03,0.99,0.06,41.07
47,-0.03,1.01,0.13,41.07
47,-0.04,1.00,0.12,45.39
47,-0.04,1.00,0.12,46.63
47,-0.05,0.99,0.12,46.63
47,-0.04,1.00,0.11,45.41
47,-0.04,1.00,0.13,47.14
47,-0.04,1.00,0.13,47.30
47,-0.03,1.00,0.12,40.25
47,-0.03,0.99,0.11,41.48
47,-0.04,0.99,0.11,40.28
47,-0.05,1.00,0.12,40.28
47,-0.05,1.00,0.11,40.97
47,-0.05,1.00,0.06,45.31
47,-0.04,1.00,0.13,45.31
47,-0.03,0.99,0.13,42.37
47,-0.03,0.99,0.12,40.65
47,-0.04,1.00,0.12,39.96
47,-0.04,1.00,0.12,40.75
47,-0.04,1.00,0.12,44.28
47,-0.04,1.00,0.12,44.01
47,-0.04,1.00,0.11,44.01
47,-0.04,1.00,0.12,46.37
47,-0.03,1.00,0.12,45.84
47,-0.03,0.99,0.12,45.84
47,-0.05,1.00,0.13,41.45
47,-0.05,1.00,0.12,40.88
47,-0.05,1.00,0.12,40.88
47,-0.04,1.00,0.12,39.39
47,-0.04,1.00,0.13,44.72
47,-0.04,1.00,0.13,45.17
47,-0.03,1.00,0.11,43.60
47,-0.03,1.00,0.12,43.62
47,-0.04,1.00,0.12,39.32
47,-0.05,1.00,0.12,39.32
47,-0.04,1.01,0.12,41.69
47,-0.04,1.01,0.12,42.97
47,-0.03,1.00,0.12,42.97
47,-0.03,1.00,0.12,42.26
47,-0.03,1.00,0.12,41.66
47,-0.04,1.00,0.12,41.88
47,-0.05,1.00,0.13,44.23
47,-0.05,1.00,0.12,41.73
47,-0.05,1.00,0.12,46.21
47,-0.03,1.00,0.12,46.21
47,-0.03,1.00,0.12,45.21
47,-0.03,1.00,0.06,39.88
47,-0.04,1.00,0.13,39.88
47,-0.04,1.00,0.12,39.79
47,-0.04,1.00,0.12,44.12
47,-0.04,1.00,0.12,44.47
47,-0.04,1.00,0.12,38.99
47,-0.04,1.01,0.11,42.82
47,-0.02,1.01,0.11,40.19
47,-0.04,1.00,0.12,40.19
47,-0.04,1.00,0.12,44.01
47,-0.05,1.00,0.12,41.39
47,-0.05,1.00,0.12,41.39
47,-0.04,1.00,0.12,46.16
47,-0.04,1.00,0.12,43.31
47,-0.04,1.00,0.12,43.31
47,-0.03,1.00,0.13,41.20
47,-0.03,1.00,0.12,39.80
47,-0.04,1.00,0.12,39.13
47,-0.05,1.00,0.12,44.61
47,-0.05,0.99,0.12,45.00
47,-0.04,0.99,0.12,41.73
47,-0.03,0.99,0.11,41.73
47,-0.03,1.00,0.12,40.98
47,-0.03,1.00,0.12,42.50
47,-0.04,0.99,0.12,42.50
47,-0.05,1.00,0.12,45.42
47,-0.05,1.00,0.12,40.28
47,-0.04,1.00,0.12,40.51
47,-0.05,1.00,0.12,42.86
47,-0.05,1.00,0.12,41.65
47,-0.03,1.00,0.12,41.00
47,-0.04,1.00,0.12,41.00
47,-0.06,1.00,0.12,43.26
47,-0.06,1.00,0.11,43.04
47,-0.05,1.00,0.11,43.04
47,-0.04,1.00,0.12,42.36
47,-0.04,1.00,0.12,42.00
47,-0.04,1.00,0.12,42.00
47,-0.03,0.99,0.12,42.23
47,-0.03,1.00,0.13,41.22
47,-0.05,1.00,0.13,41.11
47,-0.05,1.00,0.12,43.46
47,-0.05,1.00,0.12,45.02
47,-0.04,1.00,0.11,43.81
47,-0.03,1.01,0.11,43.81
47,-0.03,1.01,0.13,42.57
47,-0.03,1.01,0.12,43.15
47,-0.04,1.00,0.12,43.15
47,-0.05,1.00,0.12,46.74
47,-0.05,0.94,0.12,44.74
47,-0.03,1.00,0.12,45.28
47,-0.03,1.00,0.12,42.15
47,-0.03,1.00,0.12,43.60
47,-0.03,1.00,0.12,44.61
47,-0.04,0.99,0.12,44.61
47,-0.05,1.00,0.12,41.96
47,-0.05,1.00,0.06,47.07
47,-0.04,1.00,0.13,47.07
47,-0.03,1.00,0.12,41.81
47,-0.03,1.00,0.12,42.40
47,-0.02,1.01,0.12,42.93
47,-0.04,1.00,0.12,42.15
47,-0.04,1.06,0.11,41.94
47,-0.04,1.00,0.11,42.56
47,-0.04,1.00,0.12,42.56
47,-0.04,1.00,0.12,40.82
47,-0.04,1.00,0.07,41.48
47,-0.03,1.00,0.14,41.48
47,-0.04,1.01,0.12,40.09
47,-0.04,1.01,0.11,39.04
47,-0.04,0.99,0.11,39.04
47,-0.04,1.00,0.12,44.70
47,-0.04,1.01,0.12,41.50
47,-0.05,1.01,0.12,41.82
47,-0.03,1.00,0.13,42.60
47,-0.03,1.00,0.14,44.10
47,-0.03,1.00,0.14,46.41
47,-0.05,1.00,0.13,46.41
47,-0.05,1.00,0.12,42.21
47,-0.05,1.00,0.12,44.34
47,-0.04,1.00,0.12,44.34
47,-0.03,1.00,0.11,40.22
47,-0.03,1.00,0.12,38.39
47,-0.04,1.00,0.12,39.05
47,-0.04,1.00,0.12,39.83
47,-0.04,1.00,0.12,42.52
47,-0.05,1.00,0.12,40.60
47,-0.05,1.00,0.12,40.60
47,-0.03,1.00,0.13,46.59
47,-0.03,1.00,0.18,41.34
47,-0.03,1.00,0.12,41.34
47,-0.04,1.00,0.12,46.05
47,-0.04,1.00,0.11,41.04
47,-0.05,1.01,0.11,41.04
47,-0.05,1.01,0.12,45.96
47,-0.05,1.00,0.11,39.30
47,-0.04,1.00,0.11,39.60
47,-0.03,1.00,0.12,42.74
47,-0.03,1.00,0.13,40.39
47,-0.03,1.00,0.18,45.52
47,-0.04,1.00,0.12,45.52
47,-0.04,1.00,0.12,39.76
47,-0.04,1.00,0.12,42.38
47,-0.04,1.00,0.12,42.38
47,-0.03,1.00,0.12,42.05
47,-0.03,0.94,0.12,42.55
47,-0.04,1.00,0.12,42.61
47,-0.05,1.00,0.13,44.96
47,-0.05,0.99,0.12,43.89
47,-0.05,0.99,0.12,38.51
47,-0.04,1.00,0.12,38.51
47,-0.03,0.99,0.12,39.49
47,-0.03,0.99,0.12,42.31
47,-0.03,0.99,0.12,42.31
47,-0.04,1.00,0.13,40.81
47,-0.04,1.00,0.12,48.40
47,-0.05,1.00,0.12,47.91
47,-0.05,1.00,0.13,37.72
47,-0.05,1.00,0.12,44.95
47,-0.04,1.00,0.12,42.65
47,-0.04,1.01,0.12,42.65
47,-0.04,1.00,0.13,45.92
47,-0.04,1.00,0.19,40.01
47,-0.04,1.00,0.12,40.01
47,-0.05,1.00,0.11,44.60
47,-0.05,1.00,0.13,40.62
47,-0.04,1.00,0.13,40.62
47,-0.03,1.00,0.13,41.79
47,-0.03,1.06,0.11,51.60
47,-0.04,1.00,0.11,50.87
47,-0.05,1.00,0.12,39.91
47,-0.05,1.00,0.11,38.73
47,-0.05,1.00,0.11,39.66
47,-0.04,1.00,0.12,39.66
47,-0.03,1.00,0.12,37.80
47,-0.03,1.00,0.11,42.53
47,-0.03,1.00,0.11,42.53
47,-0.04,1.00,0.12,43.59
47,-0.04,1.06,0.13,44.29
47,-0.05,1.00,0.13,44.37
47,-0.03,1.00,0.12,40.45
47,-0.03,1.00,0.12,39.76
47,-0.03,1.00,0.12,42.49
47,-0.03,1.00,0.12,42.49
47,-0.04,0.99,0.12,41.23
47,-0.04,0.99,0.12,38.54
47,-0.05,1.00,0.12,38.54
47,-0.04,1.00,0.13,42.96
47,-0.04,1.00,0.12,39.47
47,-0.03,1.01,0.12,39.47
47,-0.04,1.00,0.12,40.16
47,-0.04,1.06,0.12,39.16
47,-0.05,1.00,0.12,39.60
47,-0.05,1.00,0.12,44.30
47,-0.05,1.00,0.12,41.07
47,-0.05,1.00,0.12,41.71
47,-0.04,1.00,0.12,41.71
47,-0.03,1.00,0.11,41.15
47,-0.03,1.00,0.12,40.32
47,-0.03,0.99,0.12,40.32
47,-0.05,1.00,0.12,40.50
47,-0.05,1.00,0.12,39.52
47,-0.04,1.00,0.12,39.36
47,-0.03,1.00,0.12,40.93
47,-0.03,1.00,0.12,37.22
47,-0.04,1.00,0.12,45.26
47,-0.04,1.00,0.11,45.26
47,-0.05,0.99,0.13,42.33
47,-0.05,0.99,0.19,41.78
47,-0.05,1.00,0.12,41.78
47,-0.04,1.00,0.12,36.00
47,-0.04,1.00,0.12,41.87
47,-0.03,1.00,0.12,41.99
47,-0.04,1.00,0.13,43.56
47,-0.04,0.99,0.12,37.93
47,-0.04,0.99,0.12,38.56
47,-0.05,1.00,0.12,38.56
47,-0.05,1.01,0.13,39.12
47,-0.04,1.01,0.18,39.98
47,-0.04,1.00,0.12,39.98
47,-0.03,0.99,0.12,45.10
47,-0.03,0.99,0.12,41.67
48,-0.05,1.00,0.12,39.37
48,-0.05,0.94,0.11,42.56
48,-0.05,1.00,0.11,42.45
48,-0.03,1.00,0.11,40.88
48,-0.03,1.00,0.12,40.29
48,-0.03,1.00,0.12,42.74
48,-0.04,1.00,0.12,42.74
48,-0.05,1.00,0.13,42.29
48,-0.05,1.00,0.18,38.94
48,-0.05,1.00,0.12,38.94
48,-0.04,1.00,0.12,38.97
48,-0.04,1.00,0.12,43.65
48,-0.03,1.00,0.12,43.63
48,-0.03,1.00,0.13,44.41
48,-0.03,0.94,0.13,40.47
48,-0.04,1.01,0.13,39.96
48,-0.05,1.00,0.12,39.96
48,-0.04,1.00,0.12,41.71
48,-0.04,1.00,0.11,44.14
48,-0.03,1.00,0.11,44.14
48,-0.04,1.00,0.13,39.34
48,-0.04,1.00,0.11,44.53
48,-0.04,1.00,0.11,44.53
48,-0.05,1.00,0.12,41.34
48,-0.05,1.06,0.13,45.23
48,-0.05,1.00,0.13,44.74
48,-0.04,1.00,0.12,43.17
48,-0.04,1.00,0.12,39.68
48,-0.03,1.00,0.12,39.61
48,-0.04,1.01,0.12,39.61
48,-0.05,1.00,0.13,42.24
48,-0.05,1.00,0.12,45.17
48,-0.05,0.99,0.12,45.17
48,-0.04,1.00,0.12,44.22
48,-0.04,1.00,0.12,43.09
48,-0.03,1.00,0.12,43.26
48,-0.04,1.00,0.12,40.91
48,-0.04,1.00,0.12,37.40
48,-0.04,1.00,0.12,40.43
48,-0.04,1.00,0.12,40.43
48,-0.04,1.00,0.13,40.94
48,-0.04,1.00,0.18,40.06
48,-0.03,1.00,0.12,40.06
48,-0.03,1.00,0.13,40.63
48,-0.03,1.00,0.12,43.79
48,-0.04,1.00,0.12,43.23
48,-0.04,1.00,0.11,43.23
48,-0.04,1.01,0.12,39.73
48,-0.03,1.01,0.12,39.37
48,-0.04,0.99,0.11,39.37
48,-0.04,1.00,0.12,40.92
48,-0.03,1.00,0.12,39.68
48,-0.04,1.00,0.12,39.68
48,-0.05,1.00,0.12,42.93
48,-0.05,1.00,0.11,40.83
48,-0.04,1.01,0.11,40.83
48,-0.04,1.00,0.12,39.82
48,-0.04,1.00,0.12,44.04
48,-0.03,1.00,0.12,44.45
48,-0.04,0.99,0.13,40.53
48,-0.04,1.00,0.13,41.00
48,-0.06,1.00,0.13,42.02
48,-0.04,1.00,0.13,42.02
48,-0.05,1.00,0.12,42.11
48,-0.05,1.00,0.12,43.95
48,-0.03,1.00,0.12,43.95
48,-0.04,1.00,0.12,43.53
48,-0.04,1.00,0.11,40.80
48,-0.05,1.00,0.11,40.75
48,-0.06,1.00,0.12,39.97
48,-0.06,1.01,0.11,42.65
48,-0.04,1.01,0.11,41.46
48,-0.03,1.00,0.13,41.46
48,-0.03,1.01,0.12,40.75
48,-0.03,1.01,0.11,44.42
48,-0.04,1.00,0.11,44.42
48,-0.05,1.00,0.13,40.98
48,-0.05,1.00,0.12,42.78
48,-0.04,1.00,0.12,42.78
48,-0.03,1.00,0.11,42.75
48,-0.03,1.00,0.12,44.98
48,-0.03,1.00,0.12,44.75
48,-0.04,1.00,0.12,45.53
48,-0.04,1.00,0.12,39.35
48,-0.04,1.00,0.12,44.06
48,-0.04,1.00,0.12,44.06
48,-0.04,0.99,0.12,45.77
48,-0.04,0.99,0.12,36.71
48,-0.03,1.00,0.12,36.71
48,-0.04,1.00,0.13,41.78
48,-0.04,0.94,0.12,36.01
48,-0.04,1.01,0.12,36.51
48,-0.05,0.99,0.12,44.35
48,-0.05,1.00,0.12,40.91
48,-0.03,1.00,0.12,39.91
48,-0.04,1.00,0.12,39.91
48,-0.04,1.00,0.11,43.93
48,-0.04,1.00,0.12,47.64
48,-0.04,1.00,0.12,47.64
48,-0.05,1.00,0.11,40.36
48,-0.05,1.00,0.11,46.08
48,-0.04,1.00,0.11,45.81
48,-0.03,1.00,0.12,42.67
48,-0.03,1.00,0.13,40.88
48,-0.03,1.00,0.13,43.45
48,-0.04,1.00,0.12,43.45
48,-0.04,1.00,0.12,41.77
48,-0.05,1.00,0.11,42.57
48,-0.04,1.00,0.11,42.57
48,-0.04,1.00,0.13,41.61
48,-0.04,1.00,0.11,47.02
48,-0.03,0.99,0.11,47.02
48,-0.05,1.00,0.12,47.83
48,-0.05,1.06,0.13,43.97
48,-0.05,1.00,0.13,44.42
48,-0.04,1.00,0.13,43.64
48,-0.04,1.00,0.12,39.97
48,-0.03,1.00,0.12,41.84
48,-0.03,1.00,0.12,41.84
48,-0.04,1.00,0.12,44.48
48,-0.04,1.00,0.12,45.82
48,-0.05,0.99,0.12,45.82
48,-0.04,1.00,0.12,45.27
48,-0.04,1.00,0.12,43.53
48,-0.04,1.00,0.12,43.51
48,-0.04,1.00,0.12,42.73
48,-0.04,1.06,0.12,40.62
48,-0.04,1.00,0.12,42.43
48,-0.04,1.00,0.13,42.43
48,-0.05,0.99,0.12,40.13
48,-0.05,0.99,0.11,48.20
48,-0.04,1.00,0.11,48.20
48,-0.03,1.00,0.13,45.58
48,-0.03,1.00,0.12,40.34
48,-0.04,1.00,0.12,40.34
48,-0.05,0.99,0.11,41.38
48,-0.05,0.94,0.13,42.60
48,-0.05,1.00,0.13,42.51
48,-0.04,1.00,0.12,45.64
48,-0.04,1.00,0.12,39.87
48,-0.02,1.00,0.12,38.62
48,-0.03,1.01,0.13,38.62
48,-0.05,1.00,0.13,42.26
48,-0.05,1.00,0.12,44.20
48,-0.05,1.00,0.12,44.20
48,-0.05,1.00,0.12,42.07
48,-0.05,1.00,0.12,44.14
48,-0.03,1.00,0.12,43.81
48,-0.03,1.00,0.12,41.46
48,-0.03,1.00,0.13,46.80
48,-0.04,1.00,0.13,45.06
48,-0.05,1.00,0.12,45.06
48,-0.04,1.00,0.12,42.07
48,-0.04,1.00,0.12,42.31
48,-0.04,1.00,0.12,42.31
48,-0.03,0.99,0.12,37.54
48,-0.03,0.99,0.12,43.01
48,-0.04,0.99,0.12,42.28
48,-0.04,1.00,0.12,44.63
48,-0.04,1.00,0.12,42.58
48,-0.04,1.00,0.12,41.18
48,-0.04,1.00,0.12,41.18
48,-0.04,1.00,0.13,39.90
48,-0.04,1.00,0.13,40.91
48,-0.04,1.00,0.13,40.91
48,-0.04,1.00,0.12,39.47
48,-0.04,1.00,0.12,40.58
48,-0.05,1.00,0.12,40.58
48,-0.03,1.00,0.12,45.21
48,-0.03,1.00,0.12,42.90
48,-0.03,1.00,0.12,42.26
48,-0.04,1.00,0.12,42.26
48,-0.04,1.00,0.12,39.47
48,-0.05,1.00,0.12,42.22
48,-0.05,1.00,0.12,42.22
48,-0.05,1.00,0.12,40.36
48,-0.05,1.00,0.12,42.82
48,-0.04,1.00,0.12,42.82
48,-0.04,1.00,0.13,46.52
48,-0.04,1.00,0.12,39.99
48,-0.04,1.00,0.12,40.24
48,-0.04,1.00,0.11,46.50
48,-0.04,1.06,0.13,50.64
48,-0.04,1.00,0.13,46.08
48,-0.05,1.00,0.13,46.08
48,-0.03,1.00,0.12,41.26
48,-0.03,1.00,0.06,45.35
48,-0.04,0.99,0.13,45.35
48,-0.05,1.00,0.12,44.61
48,-0.05,1.00,0.11,40.11
48,-0.04,1.00,0.11,40.11
48,-0.03,1.00,0.12,43.16
48,-0.03,1.00,0.13,42.32
48,-0.03,1.00,0.13,42.82
48,-0.04,1.00,0.11,45.95
48,-0.04,1.00,0.13,37.51
48,-0.05,1.00,0.13,42.26
48,-0.05,1.00,0.12,42.26
48,-0.04,1.00,0.12,42.60
48,-0.04,1.00,0.12,45.29
48,-0.03,0.99,0.12,45.29
48,-0.04,0.99,0.13,39.71
48,-0.04,0.94,0.13,45.06
48,-0.05,1.00,0.13,45.18
48,-0.05,1.00,0.12,45.97
48,-0.05,1.00,0.12,51.28
48,-0.04,1.00,0.12,40.59
48,-0.03,1.00,0.12,40.59
48,-0.03,1.00,0.12,38.27
48,-0.03,1.00,0.12,43.39
48,-0.04,1.00,0.12,43.39
48,-0.04,1.00,0.12,37.48
48,-0.04,1.00,0.13,39.41
48,-0.04,1.00,0.13,39.12
48,-0.04,1.00,0.11,42.26
48,-0.04,1.00,0.12,42.70
48,-0.03,1.00,0.12,42.08
